election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Prawo i Sprawiedliwość,20,Warszawa,22911,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,13-01-1970,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1999)",prawnik,99.41,Czerwińska Anita,PiS,członek prezydium klubu,członek prezydium,,,
13-10-2019,Prawo i Sprawiedliwość,21,Opole,23120,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Biała,03-11-1969,wyższe,"Uniwersytet Wrocławski, Filologia Germańska - magister (2008)",filolog germański,98.53,Czochara Katarzyna,PiS,,,,,
13-10-2019,Koalicja Obywatelska,24,Białystok,14083,12-11-2019,"poseł IX kadencji, poseł X kadencji, poseł I kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Orla,12-09-1949,wyższe,"Politechnika Warszawska, Wydział Transportu, transport kolejowy - magister inżynier (1973)",dziennikarz,99.14,Czykwin Eugeniusz,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,8,Zielona Góra,27393,12-11-2019,senator VII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Międzyrzec,10-07-1959,wyższe,"Wyższa Szkoła Inżynierska w Zielonej Górze, Instytut Budowy Maszyn, Mechanika-maszyny i urządzenia przemysłu spożywczego - magister inżynier (1983)Uniwersytet Wrocławski, Pawo i administracja (1997) - studia podyplomowe",wyższy urzędnik państwowy,98.41,Dajczak Władysław,PiS,Powołany na stanowisko Wojewody Lubuskiego,,,,15-01-2020
13-10-2019,Prawo i Sprawiedliwość,7,Chełm,13787,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Chełm,14-04-1961,wyższe,"Akademia Medyczna w Lublinie, Wydział Lekarski, Lekarz medycyny - lekarz (1986)Wyższa Szkoła Zawodowa Kosmetyki i Pielęgnacji Zdrowia w Warszawie, Kosmetologia w medycynie (2010) - studia podyplomowe",lekarz medycyny,99.86,Dąbrowska-Banaszek Anna,PiS,wiceprzewodnicząca klubu,wiceprzewodnicząca,,,
13-10-2019,Prawo i Sprawiedliwość,41,Szczecin,14105,12-11-2019,"poseł V kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Szczecin,05-06-1967,wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Politologia-integracja europejska - magister (2006)",parlamentarzysta,99.69,Dobrzyński Leszek,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,37,Konin,23116,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Koźmin,01-12-1965,wyższe,"Wyższa Szkoła Pedagogiczna w Opolu, Wydział Filologiczno-Historyczny, Historia - magister (1989)Uniwersytet im. Adama Mickiewicza w Poznaniu, Politologia (2000) - studia podyplomowe",nauczyciel historii,98.83,Dolata Zbigniew,PiS,,,,,
13-10-2019,Koalicja Obywatelska,32,Katowice,39656,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Bytom,12-09-1960,wyższe,"Uniwersytet Śląski, Wydział Prawa i Administracji, Prawo - magister (1983)Sąd Wojewódzki w Katowicach, Aplikacja sądowa (1987)Uniwersytet Śląski, Prawo Unii Europejskiej (2007) - studia podyplomoweOlsztyńska Wyższa Szkoła Informatyki i Zarządzania im. Prof. Kotarbińskiego w Olsztynie, Public Relations (2011) - studia podyplomoweKrajowa Szkoła Sądownictwa i Prokuratury we współpracy z Instytutem Polskiej Akademii Nauk, Prawo cywilne (2013) - studia podyplomowe",prawnik,93.41,Dolniak Barbara,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,7386,12-11-2019,poseł VI kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Włoszczowa,16-08-1979,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2003)Katolicki Uniwersytet Lubelski Jana Pawła II, Nauki prawne - doktor (2015)",wyższy urzędnik państwowy,99.78,Dorywalski Bartłomiej,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,27,Bielsko-Biała,19770,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Bielsko-Biała,02-10-1979,wyższe,"Wyższa Szkoła Ekonomiczno Humanistyczna, Zarządzanie i Marketing - licencjat (2002)",menadżer,99.52,Drabek Przemysław,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,13,Kraków,8298,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Skała,20-11-1962,średnie policealne/pomaturalne,"Państwowe Studium Sztuk Plastycznych, Konserwacja rzeźby, Konserwacja rzeźby architektonicznej - technik (1983)",parlamentarzysta,99.59,Duda Elżbieta,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,11579,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Nowy Sącz,17-05-1960,średnie zawodowe,"Pomaturalne Studium Samochodowe, Budowa pojazdów samochodowych - technik (1981)",parlamentarzysta,94.9,Duda Jan,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,7,Chełm,16017,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Łosice,10-02-1982,wyższe,"Uniwersytet Warszawski, Neofilologia, Instytut Germanistyki, Germanistyka - magister (2009)Szkoła Główna Handlowa w Warszawie, Samorząd terytorialny (2010) - studia podyplomoweSzkoła Główna Handlowa, nauki o zarządaniu-ekonomia (2015) - studia doktoranckie",parlamentarzysta,99.03,Duszek Marcin,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,2,Wałbrzych,58426,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,22-07-1975,wyższe,"Uniwersytet Warszawski, Wydział Historii, Historia - magister (2001)",historyk,94.26,Dworczyk Michał,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,2,Wałbrzych,14451,12-11-2019,"poseł II kadencji, poseł III kadencji, poseł IV kadencji","Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Świdnica,27-08-1957,wyższe,"Uniwersytet Wrocławski, Wydział Prawa i Administracji, Magister Prawa - magister (1991)Wyższa Wałbrzyska Szkoła Zawodowa Wałbrzych, Zarządzanie i Marketing (1997) - studia podyplomoweUniwersytet Przyrodniczy we Wrocławiu, Wycena Nieruchomości (2007) - studia podyplomowe",przedsiębiorca,93.53,Dyduch Marek,Lewica,,,,,
13-10-2019,Konfederacja Wolność i Niepodległość,26,Słupsk,19334,12-11-2019,brak,Koło Poselskie Konfederacja,Gdynia,27-01-1982,wyższe,"Wyższa Szkoła Administracji i Biznesu w Gdyni, Zarządzanie i Marketing, Zarządzanie i Marketing - magister (2007)Pomorska Wyższa Szkoła Humanistyczna w Gdyni, Wydział Filologiczny, Filologia Angielska - licencjat (2014)",nauczyciel,98.65,Dziambor Artur,Konfederacja,,,,,
13-10-2019,Prawo i Sprawiedliwość,36,Kalisz,60599,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,03-08-1981,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Politologia - magister (2007)",politolog,96.24,Dziedziczak Jan,PiS,członek prezydium klubu,członek prezydium,,,
13-10-2019,Sojusz Lewicy Demokratycznej,3,Wrocław,14257,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Wrocław,20-01-1984,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Filozofia - magister (2008)Uniwersytet Wrocławski, Wydział Nauk Historycznych i Pedagogicznych, pedagogika - magister (2008)Uniwersytet Wrocławski, Filozofia (2015) - studia doktoranckieUniwersytet Wrocławski, doktor nauk humanistycznych w zakresie filozofii - doktor (2018)",pedagog,97.4,Dziemianowicz-Bąk Agnieszka,Lewica,,,doktor,,
13-10-2019,Koalicja Obywatelska,39,Poznań,19704,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wschowa,23-07-1959,wyższe,"Politechnika Poznańska, Chemia i Technologia Organiczna - magister inżynier (1983)",chemik,98.47,Dzikowski Waldy,KO,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Prawo i Sprawiedliwość,29,Katowice,11399,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Tarnowskie Góry,02-12-1968,wyższe,"Wyższa Szkoła Zarządzania i Administracji, Marketing i Zarządzanie, Marketing i zarządznie - magister (2007)",ekonomista,96.6,Dziuk Barbara,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,39,Poznań,43958,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Kraków,27-08-1974,wyższe,"Uniwersytet Jagielloński, Instytut Nauk Politycznych, Politolog/dziennikarz - magister (1998)Wadham College Oxford University (2002) - studia podyplomowe",politolog,93.9,Emilewicz Jadwiga,PiS,,,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,5347,12-11-2019,"poseł III kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,07-07-1950,wyższe,"Uniwersytet Warszawski, Wydział Polonistyki, Polonistyka - magister (1976)Uniwersytet Warszawski, Instytut Polonicum, Język  i kultura polska dla cudzoziemców (1986) - studia podyplomoweUniwersytet Warszawski, Centrum Studiów Samorządu Terytorialnego i Rozwoju Regionalnego, Samorząd terytorialny i rozwój lokalny (1986) - studia podyplomowe",nauczyciel akademicki,96.22,Fabisiak Joanna,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,34,Elbląg,11093,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Mrągowo,08-02-1972,wyższe,"Uniwersytet Warmińsko-Mazurski, Wydział Prawa i Administracji, Prawo - magister (2011)Wyższa Szkoła Bankowa, Metodologia Nauk Prawnych i Metod Prawniczych (2014) - studia podyplomoweWyższa Szkoła Bankowa, Prawo (2014) - studia doktoranckie",prawniczka,97.74,Falej Monika,Lewica,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,8,Zielona Góra,13792,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Żary,21-09-1960,wyższe,"Uniwersytet Wrocławski, Intytut Nauk Politycznych, Nauczycielska - magister (1984)Uniwersytet im. A.Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Administracja (1999) - studia podyplomoweUniwersytet Szczeciński, Wydział Humanistyczny, Zarządzanie oświatą (2003) - studia podyplomowe",politolog,98.29,Fedak Jolanta,KP,Zmarła,,,,31-12-2020
13-10-2019,Koalicja Obywatelska,41,Szczecin,14224,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Barlinek,08-12-1978,wyższe,"Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania, Zarządzanie i Marketing - licencjat (2001)Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania, Zarządzanie i Marketing - magister (2003)",ekonomista,92.43,Filiks Magdalena,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,12,Kraków,14010,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Kraków,29-03-1957,wyższe,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Elektrotechniki, Elektroniki i Automatyki, Fizyka jądrowa - magister inżynier (1982)Wyższa Szkola Stosunków Międzynarodowych w Łodzi, Studium prawa europejskiego - administracja publiczna (2005) - studia podyplomowe",parlamentarzysta,98.59,Filipiak Ewa,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,17,Radom,26707,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Radom,16-02-1982,średnie ogólne,Katolickie Liceum Ogólnokształcące im. Filipa Neri (2001),przedstawiciel władzy samorządowej,98.22,Fogiel Radosław,PiS,,,,,
13-10-2019,Koalicja Obywatelska,22,Krosno,18623,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Krosno,13-01-1978,wyższe,"Wyższa Szkoła Informatyki i Zarządzania, Wydział Ekonomiczny, Ekonomia w zakresie finansów, ubezpieczeń i bankowości - magister (2003)Uniwersytet Rzeszowski, Europeistyka o specjalności administracja publiczna i samorządowa (2004) - studia podyplomoweWyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2018) - studia podyplomowe",ekonomista,99.64,Frydrych Joanna,KO,,,,,
13-10-2019,Koalicja Obywatelska,17,Radom,11996,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Radom,15-02-1986,wyższe,"Wyższa Szkoła Handlowa, Wydział Nauk Humanistycznych, Dziennikarstwo - licencjat (2012)Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Politologii, Dziennikarstwo - magister (2020)",dziennikarz,99.21,Frysztak Konrad,KO,,,,,
13-10-2019,Koalicja Obywatelska,30,Bielsko-Biała,18799,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Bochnia,14-08-1962,wyższe,"Politechnika Śląska, Wydział Transportu, Eksploatacja i utrzymanie pojazdów - magister inżynier (1986)Politechnika Śląska, Zarządzanie przedsiębiorstwem (1996) - studia podyplomoweUniwersytet Śląski, Samorząd terytorialny (1996) - studia podyplomowe",mgr inż. transportu,99.29,Gadowski Krzysztof,KO,skarbnik klubu,skarbnik,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,10228,13-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,22-08-1989,wyższe,"Collegium Civitas (Warszawa), Stosunki Międzynarodowe - magister (2013)",przedsiębiorca,95.87,Gajewska Aleksandra,KO,,,,,
13-10-2019,Koalicja Obywatelska,20,Warszawa,35912,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,22-07-1990,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Nauki polityczne - magister (2014)Uniwersytet Warszawski, Wydział Nauk Politycznych i Stosunków Międzynarodowych, Nauki polityczne (2017) - studia doktoranckieUniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2018)",poseł na Sejm RP,93.77,Gajewska Kinga,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,37,Konin,16521,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Koło,07-03-1966,średnie zawodowe,"Zespół Szkół Zawodowych, Mechanika Maszyn (1984)",parlamentarzysta,99.62,Galemba Leszek,PiS,,,,,
13-10-2019,Mniejszość Niemiecka,21,Opole,13957,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Poseł niezrzeszony,Wrocław,22-07-1956,wyższe,"Politechnika Opolska, Wydział Mechaniczny, Technologia maszyn - inżynier (1996)Akademia Ekonomiczna we Wrocławiu, Zarządzanie opieką zdrowotną (2002) - studia podyplomowe",inżynier mechanik,96.36,Galla Ryszard,niez.,,,,,
13-10-2019,Koalicja Obywatelska,16,Płock,10905,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Płock,03-10-1960,wyższe,"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej, Pedagogika specjalna - resocjalizacja - magister (1985)",pedagog,96.46,Gapińska Elżbieta,KO,,,,,
13-10-2019,Koalicja Obywatelska,18,Siedlce,34793,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,08-05-1983,wyższe,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Prawa i Administracji, Prawo - magister (2007)Szkoła Główna Handlowa w Warszawie, Wydział Ekonomii, Finanse i bankowość - licencjat (2007)",adwokat,93.93,Gasiuk-Pihowicz Kamila,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,30,Bielsko-Biała,26291,12-11-2019,"poseł VI kadencji, senator IX kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Rydułtowy,03-11-1967,wyższe,"Politechnika Sląska w Gliwicach, Górnictwo i Geologia, techniczna eksploatacja złóż - magister inżynier (1993)",parlamentarzysta,99.72,Gawęda Adam,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,4,Bydgoszcz,30859,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Warszawa,11-04-1980,wyższe,"Wyższa Szkoła Komunikowania i Mediów Społecznych (Warszawa), Wydział Nauk Politycznych, politologia - magister (2006)Akademia Humanistyczna im. Aleksandra Gieysztora, Nauki Humanistyczne, nauki humanistyczne - doktor (2011)Akademia Humanistyczna im. Aleksandra Gieysztora, Wydział Nauk o Polityce, politologia (2011) - studia doktoranckie",nauczyciel akademicki - nauki humanistyczne,99.36,Gawkowski Krzysztof,Lewica,przewodniczący klubu,przewodniczący,doktor,,
13-10-2019,Prawo i Sprawiedliwość,28,Częstochowa,13888,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Kochcice,06-01-1965,wyższe,"Uniwersytet Humanistyczno-Przyrodniczy w Częstochowie, Wydział Prawa i Ekonomii, Administracja - licencjat (2020)",przedsiębiorca,98.52,Gawron Andrzej,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,27,Bielsko-Biała,11526,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Pszczyna,23-03-1972,średnie policealne/pomaturalne,"Zespół Szkół Budowlano-Mechanicznych, mechaniczny, obróbka skrawaniem - technik (1992)Zespół Szkół Ponadgimnazjalnych, eletryczny, elektroenergetyka - technik (1994)",przedsiębiorca,99.59,Gaża Grzegorz,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,13,Kraków,35279,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Żywiec,20-05-1977,wyższe,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii, Socjologia - magister (2001)Uniwersytet Warszawski, Wydział Filozofii i Socjologii, Socjologia - doktor (2006)Uniwersytet Warszawski, Wydział Filozofii i Socjologii, nauki społeczne, socjologia - doktor habilitowany (2016)",socjolog,97.84,Gdula Maciej,Lewica,,,doktor habilitowany,,
13-10-2019,Koalicja Obywatelska,34,Elbląg,11590,12-11-2019,"senator VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Gdańsk,22-04-1955,wyższe,"Akademia Medyczna w Poznaniu, Pielęgniarstwo, Pielęgniarstwo - magister (1984)Uniwersytet Jagielloński w Krakowie - Szkoła Zdrowia Publicznego, Zarządzania szpitalami (1996) - studia podyplomowe",menadżer ochrony zdrowia,99.48,Gelert Elżbieta,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,5,Toruń,15305,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Włocławek,07-11-1991,wyższe,"Uniwersytet Warszawski, wydział prawa i administracji, prawo - magister (2019)",pracownik administracji publicznej,99.93,Gembicka Anna,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,9,Łódź,14422,12-11-2019,brak,Koło Parlamentarne Polska 2050,Łódź,13-04-1974,wyższe,"Akademia Sztuki w Szczecinie, wydział malarstwa i nowych mediów, malarstwo - licencjat (2017)",specjalista do spraw konsultingu,96.79,Gill-Piątek Hanna,Polska2050,przewodnicząca koła,przewodnicząca,,,
13-10-2019,Prawo i Sprawiedliwość,5,Toruń,12293,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",Koło Poselskie Polskie Sprawy,Sierpc,17-03-1973,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Historycznych, historia - magister (1997)Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Humanistycznych, historia - doktor (2001)Wyższa Szkoła Handlu i Usług w Poznaniu, Executive Master of Business Administration (2019) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, Historia, historia - doktor habilitowany (2019)",nauczyciel akademicki,99.53,Girzyński Zbigniew,PS,,,doktor habilitowany,,
13-10-2019,Prawo i Sprawiedliwość,28,Częstochowa,42325,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Częstochowa,08-03-1956,wyższe,"Uniwersytet Śląski, Wydział Filologiczny, Filologia polska - magister (1983)",poseł,98.88,Giżyński Szymon,PiS,,,,,
